Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,SMA20,Upper Band,Lower Band
2024-11-11,80370.01000000,89530.54000000,80216.01000000,88647.99000000,82323.66577600,2024-11-11 23:59:59.999,6944268709.94272134,9348890,42837.29531400,3613896167.37191224,72025.949,83108.0941251811,60943.80387481888
2024-11-12,88648.00000000,89940.00000000,85072.00000000,87952.01000000,97299.88791100,2024-11-12 23:59:59.999,8540084566.27981860,11499058,49589.33345100,4353451682.82940400,73090.117,85950.95853332223,60229.27546667776
2024-11-13,87952.00000000,93265.64000000,86127.99000000,90375.20000000,86763.85412700,2024-11-13 23:59:59.999,7790928962.04303818,11962100,44342.32932700,3983689817.40144438,74198.963,88966.702730399,59431.223269600996
2024-11-14,90375.21000000,91790.00000000,86668.21000000,87325.59000000,56729.51086000,2024-11-14 23:59:59.999,5073860815.92866480,9828858,27940.85600000,2499212755.77314710,75230.326,90658.82865804297,59801.823341957024
2024-11-15,87325.59000000,91850.00000000,87073.38000000,91032.07000000,47927.95068000,2024-11-15 23:59:59.999,4276238971.18142940,8009111,24800.61087000,2213154236.50961540,76427.29149999999,92878.20350576821,59976.379494231776
2024-11-16,91032.08000000,91779.66000000,90056.17000000,90586.92000000,22717.87689000,2024-11-16 23:59:59.999,2067958511.90484730,4239455,11496.31366000,1046686701.00294610,77555.5525,94661.32902978502,60449.77597021499
2024-11-17,90587.98000000,91449.99000000,88722.00000000,89855.99000000,23867.55609000,2024-11-17 23:59:59.999,2153871724.81039480,4930719,11852.78227000,1070094820.67389380,78550.2415,96104.60724277428,60995.87575722573
2024-11-18,89855.98000000,92594.00000000,89376.90000000,90464.08000000,46545.03448000,2024-11-18 23:59:59.999,4239909950.66189400,7161125,23628.87098000,2153158394.31631090,79436.6245,97536.72845383993,61336.520546160085
2024-11-19,90464.07000000,93905.51000000,90357.00000000,92310.79000000,43660.04682000,2024-11-19 23:59:59.999,4025108502.84961394,5647789,22127.85272400,2040301638.11617274,80434.927,99082.2495330441,61787.60446695589
2024-11-20,92310.80000000,94831.97000000,91500.00000000,94286.56000000,42203.19871200,2024-11-20 23:59:59.999,3950932314.64606898,7365987,20425.30796200,1912348704.24726208,81634.6545,100618.77295315755,62650.53604684246
2024-11-21,94286.56000000,98988.00000000,94040.00000000,98317.12000000,69228.36047700,2024-11-21 23:59:59.999,6722807908.32565552,9048605,35424.06322700,3440467290.31852712,83075.70999999999,102549.36142759453,63602.05857240546
2024-11-22,98317.12000000,99588.01000000,97122.11000000,98892.00000000,46189.30924300,2024-11-22 23:59:59.999,4555536773.36320499,7271311,22709.66819300,2240635299.64648389,84551.573,104126.98584455004,64976.16015544997
2024-11-23,98892.00000000,98908.85000000,97136.00000000,97672.40000000,24757.84367000,2024-11-23 23:59:59.999,2431609866.32951430,3839138,11176.24870000,1097538914.94125850,85996.3935,104924.07692815895,67068.71007184107
2024-11-24,97672.40000000,98564.00000000,95734.77000000,97900.04000000,31200.97838000,2024-11-24 23:59:59.999,3034172011.95178840,4964720,15124.12176000,1471313633.74677250,87498.895,105084.63713456792,69913.15286543209
2024-11-25,97900.05000000,98871.80000000,92600.19000000,93010.01000000,50847.45096000,2024-11-25 23:59:59.999,4883444806.32219350,8289691,23486.92705000,2255516841.61021860,88680.79500000001,104191.93006350372,73169.6599364963
2024-11-26,93010.01000000,94973.37000000,90791.10000000,91965.16000000,57858.73138000,2024-11-26 23:59:59.999,5370918648.81816690,10225809,29120.26765000,2702543576.08910800,89500.4535,103778.42483492498,75222.48216507502
2024-11-27,91965.16000000,97208.21000000,91792.14000000,95863.11000000,41153.42734000,2024-11-27 23:59:59.999,3894358511.61756510,6648690,20316.58245000,1922620637.30761870,90500.7145,103500.23374914717,77501.19525085283
2024-11-28,95863.11000000,96564.00000000,94640.00000000,95643.98000000,28814.54357000,2024-11-28 23:59:59.999,2749861591.25960980,4988161,14805.69321000,1412851841.07519470,91457.4245,102836.92296000254,80077.92603999744
2024-11-29,95643.99000000,98619.99000000,95364.99000000,97460.00000000,27701.78231000,2024-11-29 23:59:59.999,2690451030.63428740,5094070,13840.21172000,1344148785.26364260,92496.5515,101799.40384442202,83193.69915557798
