Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,SMA20,Upper Band,Lower Band
2024-11-30,97460.00000000,97463.95000000,96092.01000000,96407.99000000,14503.83306000,2024-11-30 23:59:59.999,1402672950.69982080,3354759,7075.91503000,684284805.02344440,93298.4505,100788.30392473546,85808.59707526455
2024-12-01,96407.99000000,97836.00000000,95693.88000000,97185.18000000,16938.60452000,2024-12-01 23:59:59.999,1641327626.60622060,3342200,8114.89569000,786489040.19363780,93725.31,101070.92449155971,86379.69550844029
2024-12-02,97185.17000000,98130.00000000,94395.00000000,95840.62000000,37958.66981000,2024-12-02 23:59:59.999,3646639621.73758780,7560103,18821.93327000,1808458555.89058410,94119.74049999999,100992.00027310461,87247.48072689536
2024-12-03,95840.61000000,96305.52000000,93578.17000000,95849.69000000,35827.32283000,2024-12-03 23:59:59.999,3413995542.01865610,5361712,17339.11167000,1652090703.17559560,94393.465,101071.0854874161,87715.84451258389
2024-12-04,95849.69000000,99000.00000000,94587.83000000,98587.32000000,43850.53728000,2024-12-04 23:59:59.999,4241994533.78610610,6648724,22033.60112000,2132655972.04500000,94956.55149999999,100993.24033869052,88919.86266130945
2024-12-05,98587.32000000,104088.00000000,90500.00000000,96945.63000000,109921.72966200,2024-12-05 23:59:59.999,11048002942.14993118,12012364,56235.07835600,5657171374.76345580,95252.2295,101054.2985734781,89450.1604265219
2024-12-06,96945.63000000,101898.99000000,95981.72000000,99740.84000000,45049.53310000,2024-12-06 23:59:59.999,4456641685.36444370,6919102,21999.62416000,2175645718.55336060,95709.92549999998,101405.66398463276,90014.1870153672
2024-12-07,99740.84000000,100439.18000000,98844.00000000,99831.99000000,14931.94590000,2024-12-07 23:59:59.999,1487953846.83854580,2634566,6776.55000000,675350661.29733480,96208.7255,101477.17481363864,90940.27618636136
2024-12-08,99831.99000000,101351.00000000,98657.70000000,101109.59000000,14612.99688000,2024-12-08 23:59:59.999,1459576946.40215100,2994709,7152.80173000,714745738.91883560,96741.001,101708.15263698871,91773.8493630113
2024-12-09,101109.60000000,101215.93000000,94150.05000000,97276.47000000,53949.11595000,2024-12-09 23:59:59.999,5283626995.70564880,8445872,25472.08477000,2495722030.53709450,96989.285,101499.43464695847,92479.13535304154
2024-12-10,97276.48000000,98270.00000000,94256.54000000,96593.00000000,51708.68933000,2024-12-10 23:59:59.999,4988660195.09242860,11556189,24523.09586000,2367164879.17077290,97104.60699999999,101438.2750180876,92770.93898191238
2024-12-11,96593.00000000,101888.00000000,95658.24000000,101125.00000000,37753.78291000,2024-12-11 23:59:59.999,3745703763.01844990,8250511,19112.84559000,1897146318.21117040,97245.001,101913.0871721805,92576.9148278195
2024-12-12,101125.00000000,102540.00000000,99311.64000000,100004.29000000,29232.08745000,2024-12-12 23:59:59.999,2949462583.86617050,8066322,14175.88661000,1430984456.67036050,97300.6155,102076.57715139553,92524.65384860447
2024-12-13,100004.29000000,101895.26000000,99205.00000000,101424.25000000,21904.03923000,2024-12-13 23:59:59.999,2203903393.07410050,5481660,10669.09365000,1073720887.63545590,97488.208,102608.0129902856,92368.4030097144
2024-12-14,101424.24000000,102650.00000000,100609.41000000,101420.00000000,14191.70326000,2024-12-14 23:59:59.999,1441594367.04631920,3374538,6790.24676000,689981854.13948960,97664.20599999999,103077.22717652353,92251.18482347645
2024-12-15,101420.00000000,105250.00000000,101237.14000000,104463.99000000,22228.92177500,2024-12-15 23:59:59.999,2290462903.83579120,3638809,12668.89435500,1305611448.30009750,98236.905,103989.60927705292,92484.20072294708
2024-12-16,104463.99000000,107793.07000000,103333.00000000,106058.66000000,41302.40274000,2024-12-16 23:59:59.999,4364964400.63455291,8048054,20349.09950000,2150550899.24752251,98941.58,104908.30103718105,92974.85896281895
2024-12-17,106058.65000000,108353.00000000,105321.49000000,106133.74000000,29064.93646600,2024-12-17 23:59:59.999,3103833327.77510671,7212799,14187.32044600,1515158210.55198001,99455.11150000001,106041.9285667856,92868.29443321443
2024-12-18,106133.74000000,106524.98000000,100000.00000000,100204.01000000,50307.99755000,2024-12-18 23:59:59.999,5194263316.25923660,8762120,23308.37525000,2407213144.26949820,99683.113,106025.6293122273,93340.59668777269
2024-12-19,100204.01000000,102800.11000000,95700.00000000,97461.86000000,55147.39800000,2024-12-19 23:59:59.999,5487546517.70775260,7273941,26898.63715000,2677636003.90650610,99683.20599999999,106025.58511310042,93340.82688689957
2024-12-20,97461.86000000,98233.00000000,92232.54000000,97805.44000000,62884.13570000,2024-12-20 23:59:59.999,6022845238.83232620,7429007,29463.23021000,2822939306.66307790,99753.07849999999,105973.14353345362,93533.01346654636
2024-12-21,97805.44000000,99540.61000000,96398.39000000,97291.99000000,23483.54143000,2024-12-21 23:59:59.999,2296232055.19592620,3717638,11726.94119000,1146732451.42181330,99758.419,105969.37750432442,93547.46049567556
2024-12-22,97292.00000000,97448.08000000,94250.35000000,95186.27000000,19353.83036000,2024-12-22 23:59:59.999,1857819866.36039980,3633551,9293.39749000,892081877.76277080,99725.7015,106029.75224626022,93421.65075373977
2024-12-23,95186.28000000,96538.92000000,92520.00000000,94881.47000000,32810.76703000,2024-12-23 23:59:59.999,3100007213.49456320,5464919,16339.58355000,1544707289.74436910,99677.2905,106120.01395621999,93234.56704378001
2024-12-24,94881.47000000,99487.99000000,93569.02000000,98663.58000000,23674.22488000,2024-12-24 23:59:59.999,2287214424.70647590,3421549,11969.25390000,1156798174.58232600,99681.1035,106121.20057005732,93241.00642994267
2024-12-25,98663.58000000,99569.15000000,97632.02000000,99429.60000000,14474.16510000,2024-12-25 23:59:59.999,1426143976.04936360,3283028,7006.52650000,690465056.58718590,99805.302,106117.82042618058,93492.78357381941
2024-12-26,99429.61000000,99963.70000000,95199.14000000,95791.60000000,21192.36727000,2024-12-26 23:59:59.999,2049123567.38677240,5203490,10071.87249000,973940616.12924430,99607.84,106170.94734734393,93044.73265265606
2024-12-27,95791.60000000,97544.58000000,93500.01000000,94299.03000000,26501.26429000,2024-12-27 23:59:59.999,2528567849.77946140,5718866,12945.51657000,1235623739.05781850,99331.192,106307.9328139079,92354.45118609209
2024-12-28,94299.03000000,95733.99000000,94135.66000000,95300.00000000,8385.89290000,2024-12-28 23:59:59.999,794651624.83495550,2732061,4203.59876000,398416342.12816700,99040.7125,106187.38749459398,91894.03750540601
2024-12-29,95300.00000000,95340.00000000,93009.52000000,93738.20000000,13576.00578000,2024-12-29 23:59:59.999,1278370863.97684710,2865838,5651.38589000,532195414.10274130,98863.799,106360.94506762068,91366.65293237932
2024-12-30,93738.19000000,95024.50000000,91530.45000000,92792.05000000,27619.42250000,2024-12-30 23:59:59.999,2573126059.76947800,5560563,13092.19646000,1220209278.25232730,98673.7515,106594.03117052554,90753.47182947445
2024-12-31,92792.05000000,96250.00000000,92033.73000000,93576.00000000,19612.03389000,2024-12-31 23:59:59.999,1845718801.92270400,3347847,9687.96775000,911716321.60540200,98296.3015,106441.05148975112,90151.55151024889
2025-01-01,93576.00000000,95151.15000000,92888.00000000,94591.79000000,10373.32613000,2025-01-01 23:59:59.999,975444194.13799830,1516556,5347.73648000,502914035.64059070,98025.6765,106290.2737526302,89761.07924736981
2025-01-02,94591.78000000,97839.50000000,94392.00000000,96984.79000000,21970.48948000,2025-01-02 23:59:59.999,2118411852.68127950,3569079,10915.96986000,1052226710.33367170,97803.7035,105921.12659927775,89686.28040072226
2025-01-03,96984.79000000,98976.91000000,96100.01000000,98174.18000000,15253.82936000,2025-01-03 23:59:59.999,1486610768.59079170,2851164,7468.60797000,727787246.89655880,97641.4125,105582.27993913095,89700.54506086906
2025-01-04,98174.17000000,98778.43000000,97514.79000000,98220.50000000,8990.05651000,2025-01-04 23:59:59.999,881223751.63536030,1559982,4350.80221000,426524714.13055390,97329.238,104603.72484720037,90054.75115279962
2025-01-05,98220.51000000,98836.85000000,97276.79000000,98363.61000000,8095.63723000,2025-01-05 23:59:59.999,793931715.95463240,1685799,3877.90985000,380355340.46860360,96944.4855,102984.13836529665,90904.83263470334
2025-01-06,98363.61000000,102480.00000000,97920.00000000,102235.60000000,25263.43375000,2025-01-06 23:59:59.999,2540561688.77714340,3853702,12539.59534000,1260943259.46625620,96749.57849999999,101692.6523699181,91806.50463008188
2025-01-07,102235.60000000,102724.38000000,96181.81000000,96954.61000000,32059.87537000,2025-01-07 23:59:59.999,3170421659.71723590,4480562,14815.11453000,1464336049.70553450,96587.1085,101258.23847726223,91915.97852273777
2025-01-08,96954.60000000,97268.65000000,92500.90000000,95060.61000000,33704.67894000,2025-01-08 23:59:59.999,3205849081.11296200,5171208,15803.85091000,1503791328.69930850,96467.046,101166.85831230837,91767.23368769164
2025-01-09,95060.61000000,95382.32000000,91203.67000000,92552.49000000,34544.83685000,2025-01-09 23:59:59.999,3217669887.24539790,6027161,15323.62663000,1427812152.27276120,96204.39850000001,101168.94429264803,91239.852707352
2025-01-10,92552.49000000,95836.00000000,92206.02000000,94726.11000000,31482.86424000,2025-01-10 23:59:59.999,2962085343.28370360,5531444,15617.43823000,1469711545.65712720,96076.1045,101054.90567708143,91097.30332291857
2025-01-11,94726.10000000,95050.94000000,93831.73000000,94599.99000000,7047.90430000,2025-01-11 23:59:59.999,665685994.93301000,1496191,3412.37671000,322346977.43545530,96046.7905,101054.47118769547,91039.10981230454
2025-01-12,94599.99000000,95450.10000000,93711.19000000,94545.06000000,8606.86622000,2025-01-12 23:59:59.999,813278829.65839490,1658863,4028.33031000,380691769.91844270,96029.97,101056.35673035383,91003.58326964617
2025-01-13,94545.07000000,95940.00000000,89256.69000000,94536.10000000,42619.56423000,2025-01-13 23:59:59.999,3930666134.34745740,5740963,19473.88042000,1797888178.84960790,95823.596,100732.24826034915,90914.94373965086
2025-01-14,94536.11000000,97371.00000000,94346.22000000,96560.86000000,27846.61753000,2025-01-14 23:59:59.999,2676048470.35695040,4532923,14248.69616000,1369464111.69349600,95680.159,100304.56628970687,91055.75171029313
2025-01-15,96560.85000000,100681.94000000,96500.00000000,100497.35000000,30509.99179000,2025-01-15 23:59:59.999,3006242382.88679460,3487945,15494.17873000,1527728226.30833280,95915.4465,101017.87387055653,90813.01912944348
2025-01-16,100497.35000000,100866.66000000,97335.13000000,99987.30000000,27832.85317000,2025-01-16 23:59:59.999,2765162040.63979910,3762755,13513.53707000,1342462621.62732850,96199.86000000002,101550.99371038357,90848.72628961646
2025-01-17,99987.30000000,105865.22000000,99950.77000000,104077.48000000,39171.85292000,2025-01-17 23:59:59.999,4040993985.47504680,3886907,20673.21300000,2131223293.20484620,96638.73400000001,103019.78230560482,90257.6856943952
2025-01-18,104077.47000000,104988.88000000,102277.55000000,104556.23000000,24307.82998000,2025-01-18 23:59:59.999,2521522119.37952530,3403162,11607.51274000,1204170928.37481190,97179.6355,104314.89413203302,90044.37686796699
2025-01-19,104556.23000000,106422.43000000,99651.60000000,101331.57000000,43397.28298000,2025-01-19 23:59:59.999,4513423971.41025210,5271920,21079.51082000,2193270771.00194450,97606.6115,104657.89855346862,90555.32444653138
2025-01-20,101331.57000000,109588.00000000,99550.00000000,102260.01000000,89529.23173200,2025-01-20 23:59:59.999,9398787064.32071500,11597937,44770.52949200,4704453254.51538250,98040.812,105116.50456906059,90965.11943093942
2025-01-21,102260.00000000,107240.81000000,100119.04000000,106143.82000000,45941.02002000,2025-01-21 23:59:59.999,4768512258.15650130,6842980,23227.02741000,2411854258.51271880,98618.4135,106363.03861561697,90873.78838438302
2025-01-22,106143.82000000,106394.46000000,103339.12000000,103706.66000000,22248.69254000,2025-01-22 23:59:59.999,2331144640.65857870,4364035,10501.59306000,1100173331.98765840,98954.50700000001,106978.99106279877,90930.02293720125
2025-01-23,103706.66000000,106850.00000000,101262.28000000,103910.34000000,53953.12031000,2025-01-23 23:59:59.999,5610760848.13163840,6961383,27045.92646000,2813824950.57188350,99241.315,107553.25733012399,90929.37266987601
2025-01-24,103910.35000000,107120.00000000,102750.00000000,104870.50000000,23609.24017000,2025-01-24 23:59:59.999,2483818574.37374800,4798886,11893.46050000,1251601023.34846860,99573.815,108238.37519076021,90909.25480923979
2025-01-25,104870.51000000,105286.52000000,104106.09000000,104746.85000000,9068.32377000,2025-01-25 23:59:59.999,949511531.35780170,1770765,4462.60438000,467284996.37609660,99892.977,108835.63376991052,90950.32023008948
2025-01-26,104746.86000000,105500.00000000,102520.44000000,102620.00000000,9812.51238000,2025-01-26 23:59:59.999,1024352365.47155230,1813011,4642.17247000,484871090.33614970,99912.19700000001,108877.67648933988,90946.71751066015
2025-01-27,102620.01000000,103260.00000000,97777.77000000,102082.83000000,50758.13410000,2025-01-27 23:59:59.999,5092886322.82924400,9368910,23529.22433000,2361569760.84189380,100168.608,109071.04470357049,91266.1712964295
2025-01-28,102082.83000000,103800.00000000,100272.68000000,101335.52000000,22022.05765000,2025-01-28 23:59:59.999,2253977324.03620920,5428644,10756.64741000,1101357650.29198760,100482.3535,109063.2977096391,91901.4092903609
2025-01-29,101335.52000000,104782.68000000,101328.01000000,103733.24000000,23155.35802000,2025-01-29 23:59:59.999,2380383694.77213620,5189699,11675.17182000,1200636637.81436690,101041.39099999999,108871.02345950021,93211.75854049977
2025-01-30,103733.25000000,106457.44000000,103278.54000000,104722.94000000,19374.07472000,2025-01-30 23:59:59.999,2038112603.51264120,3990075,10140.92834000,1066933244.99202070,101541.23250000001,108937.73429860405,94144.73070139598
2025-01-31,104722.94000000,106012.00000000,101560.00000000,102429.56000000,21983.18193000,2025-01-31 23:59:59.999,2282174002.19521760,4331904,10697.39968000,1111485874.12928450,101932.711,108572.42095805626,95293.00104194373
2025-02-01,102429.56000000,102783.71000000,100279.51000000,100635.65000000,12290.95747000,2025-02-01 23:59:59.999,1250354228.23722970,2588786,5625.89331000,572540016.14901110,102237.2405,107943.33180050913,96531.14919949087
2025-02-02,100635.66000000,101456.60000000,96150.00000000,97700.59000000,34619.49939000,2025-02-02 23:59:59.999,3412084312.58362790,7202339,15587.16669000,1536076091.30301330,102395.465,107325.08445956753,97465.84554043246
2025-02-03,97700.59000000,102500.01000000,91231.00000000,101328.52000000,75164.73850000,2025-02-03 23:59:59.999,7228589180.71162140,10625262,36736.56946000,3537845694.48126590,102633.848,106773.25248577142,98494.44351422858
2025-02-04,101328.51000000,101732.31000000,96150.00000000,97763.13000000,40267.98697000,2025-02-04 23:59:59.999,3989698644.26493070,6618911,19091.58154000,1891457194.35983290,102497.137,107089.46818856614,97904.80581143386
2025-02-05,97763.14000000,99149.00000000,96155.00000000,96612.43000000,26233.30444000,2025-02-05 23:59:59.999,2562342153.82968530,4471763,11032.55174000,1078316288.14255890,102328.39349999999,107518.18428017506,97138.60271982492
2025-02-06,96612.44000000,99120.00000000,95676.64000000,96554.35000000,23515.20405000,2025-02-06 23:59:59.999,2289071921.21756010,4242807,11261.53049000,1096611639.37600890,101952.237,107671.76145814967,96232.71254185031
2025-02-07,96554.35000000,100137.99000000,95620.34000000,96506.80000000,31794.22065000,2025-02-07 23:59:59.999,3107592434.67383420,5012456,15249.35370000,1491114588.55985190,101549.76550000001,107619.8630200819,95479.66797991811
2025-02-08,96506.80000000,96880.00000000,95688.00000000,96444.74000000,10147.24294000,2025-02-08 23:59:59.999,977040267.51586310,1757892,4450.52682000,428452764.90474110,101305.42400000001,107791.6607525429,94819.18724745713
2025-02-09,96444.75000000,97323.09000000,94713.00000000,96462.75000000,14120.91613000,2025-02-09 23:59:59.999,1359495152.31079740,2293192,6663.72875000,641795598.17527620,101015.56100000002,107831.92467190142,94199.19732809861
2025-02-10,96462.75000000,98345.00000000,95256.00000000,97430.82000000,20572.87537000,2025-02-10 23:59:59.999,1999112052.66878620,3475919,9607.62329000,933665618.50501910,100579.911,107124.55725439728,94035.2647456027
2025-02-11,97430.82000000,98478.42000000,94876.88000000,95778.20000000,18647.76379000,2025-02-11 23:59:59.999,1806534846.38631950,3716586,8594.50066000,832320054.87637160,100183.48800000001,106889.19208638286,93477.78391361717
2025-02-12,95778.21000000,98119.99000000,94088.23000000,97869.99000000,29151.16625000,2025-02-12 23:59:59.999,2800142168.39436540,4992737,13820.70553000,1328044257.04013340,99881.47050000001,106422.50333985193,93340.43766014809
2025-02-13,97870.00000000,98083.91000000,95217.36000000,96608.14000000,19921.77616000,2025-02-13 23:59:59.999,1916988246.39211860,3909456,8852.16215000,851823567.09393470,99468.35250000001,105719.92447879874,93216.78052120128
2025-02-14,96608.13000000,98826.00000000,96252.82000000,97500.48000000,18173.02646000,2025-02-14 23:59:59.999,1768073218.86901540,3499564,9061.31682000,881925349.64442130,99106.034,104892.12831743834,93319.93968256166
2025-02-15,97500.47000000,97972.26000000,97223.58000000,97569.66000000,7349.37683000,2025-02-15 23:59:59.999,717245393.77809200,1694327,3579.14202000,349322778.23397690,98853.51699999999,104430.95098275263,93276.08301724735
2025-02-16,97569.67000000,97704.47000000,96046.18000000,96118.12000000,8191.42490000,2025-02-16 23:59:59.999,794694242.29497320,1596701,3719.73063000,360842416.66441670,98555.28150000001,104042.81670987654,93067.74629012348
2025-02-17,96118.12000000,97046.59000000,95205.00000000,95780.00000000,16492.04510000,2025-02-17 23:59:59.999,1584593526.17546780,2831237,8010.41565000,769979077.13619730,98277.5055,103734.82745537828,92820.18354462172
2025-02-18,95780.01000000,96753.91000000,93388.09000000,95671.74000000,23368.19471000,2025-02-18 23:59:59.999,2223994802.89200520,4234248,11432.47367000,1088319233.52198970,97874.4305,102800.0201721233,92948.8408278767
2025-02-19,95671.74000000,96899.99000000,95029.99000000,96644.37000000,16438.50954000,2025-02-19 23:59:59.999,1576817572.10325050,2784225,7173.61807000,688586919.97592590,97470.50200000001,101214.6795566853,93726.32444331472
2025-02-20,96644.37000000,98711.36000000,96415.09000000,98305.00000000,17057.39177000,2025-02-20 23:59:59.999,1663386824.73155060,2386973,8356.42859000,815056614.17382700,97264.274,100232.28387340157,94296.26412659844
2025-02-21,98305.01000000,99475.00000000,94871.95000000,96181.98000000,32249.28140000,2025-02-21 23:59:59.999,3143975917.57346420,4528525,15313.58184000,1493403646.84830270,97041.5905,99582.0657036416,94501.11529635842
2025-02-22,96181.99000000,96980.00000000,95770.49000000,96551.01000000,11268.17708000,2025-02-22 23:59:59.999,1087077133.82263640,1506418,5293.28051000,510722895.16754260,96984.11150000001,99513.80380139161,94454.41919860842
2025-02-23,96551.01000000,96650.00000000,95227.94000000,96258.00000000,10884.84913000,2025-02-23 23:59:59.999,1044392011.79102410,1457368,4619.93267000,443381984.41102550,96730.58550000002,98235.99497083723,95225.1760291628
2025-02-24,96258.00000000,96500.00000000,91349.26000000,91552.88000000,31550.10299000,2025-02-24 23:59:59.999,2981809595.44537670,4972684,14438.63366000,1366473567.87477310,96420.073,99118.17563949108,93721.97036050893
2025-02-25,91552.88000000,92540.69000000,86050.99000000,88680.40000000,78333.11111000,2025-02-25 23:59:59.999,6962982500.90447390,10289145,35822.15275000,3183981371.47505020,96023.4715,100407.61834104524,91639.32465895476
2025-02-26,88680.39000000,89414.15000000,82256.01000000,84250.09000000,56893.54409000,2025-02-26 23:59:59.999,4898429925.63647610,8490006,28077.18450000,2417690848.81898720,95408.2585,102245.60903324443,88570.90796675556
2025-02-27,84250.09000000,87078.46000000,82716.49000000,84708.58000000,42505.45439000,2025-02-27 23:59:59.999,3618738891.22216230,6357581,20355.71969000,1732725913.28176280,94818.3475,103132.89907902664,86503.79592097337
2025-02-28,84708.57000000,85120.00000000,78258.52000000,84349.94000000,83648.03969000,2025-02-28 23:59:59.999,6806705236.69067870,11344216,40224.85287000,3274291175.81039970,94213.6075,103706.03208607915,84721.18291392084
2025-03-01,84349.95000000,86558.00000000,83824.78000000,86064.53000000,25785.05464000,2025-03-01 23:59:59.999,2194003507.85264280,3700728,11748.10769000,1000093822.53835250,93693.69649999999,103787.43363733507,83599.95936266491
2025-03-02,86064.54000000,95000.00000000,85050.60000000,94270.00000000,54889.09045000,2025-03-02 23:59:59.999,4972549515.78866870,7403218,29273.81031000,2652973441.15453900,93535.65550000001,103480.90836550982,83590.4026344902
2025-03-03,94269.99000000,94416.46000000,85117.11000000,86220.61000000,59171.10218000,2025-03-03 23:59:59.999,5321123743.47192310,9797860,27915.43650000,2513464571.35691100,93057.77599999998,103457.43963481464,82658.11236518533
2025-03-04,86221.16000000,88967.52000000,81500.00000000,87281.98000000,55609.10706000,2025-03-04 23:59:59.999,4704901219.59043560,10326631,27584.71590000,2335087296.23928690,92528.3755,102974.46654146191,82082.28445853808
2025-03-05,87281.98000000,91000.00000000,86334.53000000,90606.01000000,38264.01163000,2025-03-05 23:59:59.999,3400243670.30497560,8070266,19230.28436000,1709708737.46989350,92228.269,102524.65179084572,81931.88620915428
2025-03-06,90606.00000000,92810.64000000,87836.00000000,89931.89000000,34342.44902000,2025-03-06 23:59:59.999,3105145628.39939920,7643526,17283.99411000,1563426526.42899340,91849.8395,101883.32646471685,81816.35253528315
2025-03-07,89931.88000000,91283.02000000,84667.03000000,86801.75000000,57980.35713000,2025-03-07 23:59:59.999,5097554826.61315770,9510442,28394.41537000,2497922400.45044460,91311.44399999999,101207.28102954048,81415.6069704595
2025-03-08,86801.74000000,86897.25000000,85218.47000000,86222.45000000,12989.23054000,2025-03-08 23:59:59.999,1119358968.65200550,2553974,6491.56581000,559581591.34707420,90816.6605,100690.10778869927,80943.21321130072
2025-03-09,86222.46000000,86500.00000000,80000.00000000,80734.37000000,26115.39345000,2025-03-09 23:59:59.999,2173552660.45447930,5189138,12093.87232000,1006299692.71041280,90064.379,100615.03734914902,79513.72065085098
2025-03-10,80734.48000000,84123.46000000,77459.91000000,78595.86000000,47633.38405000,2025-03-10 23:59:59.999,3834924947.75818610,8701538,22898.57072000,1846606255.35214860,89210.58499999999,100582.369166663,77838.80083333698
2025-03-11,78595.86000000,83617.40000000,76606.00000000,82932.99000000,48770.06853000,2025-03-11 23:59:59.999,3927000827.11079190,6983310,24029.16770000,1935950413.20181940,88525.01599999999,99660.591511468,77389.44048853198
2025-03-12,82932.99000000,84539.85000000,80607.65000000,83680.12000000,31933.98600000,2025-03-12 23:59:59.999,2638600996.82539610,5253577,15749.41702000,1301890518.49940810,87793.772,98116.31272992917,77471.23127007083
2025-03-13,83680.12000000,84336.33000000,79939.90000000,81115.78000000,27546.27412000,2025-03-13 23:59:59.999,2260870111.23938940,4367093,13013.18135000,1067945431.12194690,87040.462,96977.31047216104,77103.61352783896
2025-03-14,81115.78000000,85309.71000000,80818.84000000,83983.20000000,26858.52755000,2025-03-14 23:59:59.999,2244729595.54117160,3290987,14082.88688000,1177807467.01818000,86412.07149999999,95356.55976073249,77467.5832392675
2025-03-15,83983.19000000,84676.28000000,83618.00000000,84338.44000000,11324.73320000,2025-03-15 23:59:59.999,953445671.83375050,1329670,5195.29128000,437551330.25316600,85816.09349999999,93497.5438525162,78134.64314748377
2025-03-16,84338.44000000,85117.04000000,81981.12000000,82574.53000000,17596.12531000,2025-03-16 23:59:59.999,1468056556.29672260,2767947,8505.95317000,710037465.07574800,85367.176,92677.42408929062,78056.92791070939
2025-03-17,82574.52000000,84756.83000000,82456.00000000,84010.03000000,17214.74358000,2025-03-17 23:59:59.999,1437716814.04687390,3014756,8387.89111000,700505421.78772940,85133.6575,92295.14041093898,77972.17458906102
2025-03-18,84010.02000000,84021.74000000,81134.66000000,82715.03000000,17610.89883000,2025-03-18 23:59:59.999,1450813055.47972610,3126371,8047.23418000,662808749.34278870,85056.9045,92290.79731593336,77823.01168406665
2025-03-19,82715.03000000,87000.00000000,82547.16000000,86845.94000000,28151.05374000,2025-03-19 23:59:59.999,2375813941.94376220,3774761,13804.24847000,1166238970.28114650,85163.77249999999,92439.0316231615,77888.51337683848
2025-03-20,86845.93000000,87453.67000000,83655.23000000,84223.39000000,22090.30463000,2025-03-20 23:59:59.999,1885241921.15565180,3252595,10163.59262000,867440339.29626070,85157.44499999999,92435.90381433067,77878.98618566932
2025-03-21,84223.38000000,84850.33000000,83175.25000000,84088.79000000,11956.97443000,2025-03-21 23:59:59.999,1005135519.25600170,2360005,5466.41961000,459501348.08175830,85058.658,92338.91053705974,77778.40546294025
2025-03-22,84088.79000000,84539.17000000,83625.10000000,83840.59000000,5420.22114000,2025-03-22 23:59:59.999,456235443.80165220,864481,2284.19178000,192291026.78742480,84537.1875,90394.36670846294,78680.00829153706
2025-03-23,83840.59000000,86129.64000000,83809.75000000,86082.50000000,8461.97813000,2025-03-23 23:59:59.999,718692319.14990380,1206533,4424.81013000,376007261.52135970,84530.282,90379.4246276045,78681.13937239551
2025-03-24,86082.50000000,88765.43000000,85519.09000000,87498.16000000,30115.62111000,2025-03-24 23:59:59.999,2636765917.95184350,2916713,14379.95578000,1258638667.11290410,84541.091,90412.40128630515,78669.78071369485
2025-03-25,87498.16000000,88539.63000000,86310.00000000,87392.87000000,22643.25248000,2025-03-25 23:59:59.999,1979571590.89829370,2802815,9440.56294000,825308072.63378140,84380.43400000001,89703.20610772428,79057.66189227573
2025-03-26,87392.88000000,88275.00000000,85860.00000000,86909.17000000,18408.78485000,2025-03-26 23:59:59.999,1606406955.58646330,2380154,8590.97753000,749604853.29681350,84229.298,89034.89865918674,79423.69734081325
2025-03-27,86909.17000000,87756.39000000,85800.00000000,87232.01000000,17098.03897000,2025-03-27 23:59:59.999,1487968807.70790220,2376381,8185.05517000,712324893.28891680,84250.811,89108.47023558913,79393.15176441087
2025-03-28,87232.01000000,87515.67000000,83585.00000000,84424.38000000,27182.73169000,2025-03-28 23:59:59.999,2309946560.66411380,3236085,11274.83736000,958523321.81127310,84160.9075,88930.68441188442,79391.13058811559
2025-03-29,84424.38000000,84624.73000000,81644.81000000,82648.54000000,11696.39864000,2025-03-29 23:59:59.999,970199917.98687160,2172387,5621.60485000,466215575.48490690,84256.616,88808.74817538068,79704.48382461931
2025-03-30,82648.53000000,83534.64000000,81565.00000000,82389.99000000,9864.49508000,2025-03-30 23:59:59.999,816584795.52881260,1907663,4725.07105000,391214080.11011610,84446.3225,88261.78750952003,80630.85749047996
2025-03-31,82390.00000000,83943.08000000,81278.52000000,82550.01000000,20569.13885000,2025-03-31 23:59:59.999,1696009191.08096490,3964358,9912.88184000,817875871.11074120,84427.1735,88278.29541562327,80576.05158437674
2025-04-01,82550.00000000,85579.46000000,82432.74000000,85158.34000000,20190.39697000,2025-04-01 23:59:59.999,1698895702.57546820,3328693,10246.42648000,862302772.43308630,84501.0845,88348.57647442917,80653.59252557083
2025-04-02,85158.35000000,88500.00000000,82320.00000000,82516.29000000,39931.45700000,2025-04-02 23:59:59.999,3417279759.83076360,5338238,20739.67809000,1777735583.84074790,84571.11,88204.18105352063,80938.03894647937
2025-04-03,82516.28000000,83998.02000000,81211.24000000,83213.09000000,27337.84135000,2025-04-03 23:59:59.999,2259299724.86439270,4117486,13951.52792000,1153439398.61980140,84532.60449999999,88207.98924209048,80857.2197579095
2025-04-04,83213.09000000,84720.00000000,81659.00000000,83889.87000000,32915.53976000,2025-04-04 23:59:59.999,2739842666.42673680,4992586,15896.18779000,1323832046.26468800,84510.176,88196.00944266425,80824.34255733577
2025-04-05,83889.87000000,84266.00000000,82379.95000000,83537.99000000,9360.40468000,2025-04-05 23:59:59.999,779626577.90134360,1575750,4029.64658000,335654613.72771840,84558.349,88161.92927277976,80954.76872722025
2025-04-06,83537.99000000,83817.63000000,77153.83000000,78430.00000000,27942.71436000,2025-04-06 23:59:59.999,2239085051.15296450,3948493,12493.84490000,1001459573.49446610,84279.3475,88807.19530328744,79751.49969671256
2025-04-07,78430.00000000,81243.58000000,74508.00000000,79163.24000000,78387.53089000,2025-04-07 23:59:59.999,6084614024.15064720,9736596,39075.84274000,3034375055.68439650,84101.758,89138.01357055588,79065.50242944412
